Site Code,Well ID,Datetime,Status,Oil (bbl),Gas (mcf),Water (bbl),BOE (bbl)
S03,W0006,2025-10-30,ACTIVE,466.08,2427.29,203.1,870.63
S03,W0006,2025-11-09,ACTIVE,408.18,2487.4,178.33,822.75
S03,W0006,2026-01-02,ACTIVE,484.78,2080.63,214.77,831.55
S03,W0006,2026-01-11,ACTIVE,400.32,2294.37,177.76,782.71
S03,W0006,2026-02-20,ACTIVE,444.92,2336.3,199.61,834.3
S03,W0006,2026-03-10,ACTIVE,419.35,2088.14,189.01,767.37
S03,W0006,2026-06-07,ACTIVE,435.81,2259.02,200.93,812.31
S03,W0006,2026-06-17,ACTIVE,398.22,2204.7,184.07,765.67
S03,W0006,2026-06-26,ACTIVE,406.87,2203.24,188.49,774.08
S03,W0006,2026-07-18,ACTIVE,439.95,2144.49,204.96,797.37
S03,W0006,2026-07-25,ACTIVE,403.06,2297.95,188.1,786.05
S03,W0006,2026-08-20,ACTIVE,378.12,2006.05,177.63,712.46
S03,W0006,2026-08-21,ACTIVE,387.65,2218.14,182.15,757.34
S03,W0007,2025-08-27,ACTIVE,453.55,2780.94,194.38,917.04
S03,W0007,2025-08-28,ACTIVE,509.37,2669.19,218.36,954.24
S03,W0007,2025-08-29,ACTIVE,512.18,2593.78,219.62,944.48
S03,W0007,2025-08-30,ACTIVE,535.6,2257.39,229.72,911.83
S03,W0007,2025-08-31,ACTIVE,498.3,2569.48,213.78,926.55
S03,W0007,2025-09-01,ACTIVE,498.89,2503.86,214.09,916.2
S03,W0007,2025-09-02,ACTIVE,481.88,2353.56,206.84,874.14
S03,W0007,2025-09-03,ACTIVE,475.44,2266.78,204.13,853.24
S03,W0007,2025-09-05,ACTIVE,496.54,2548.75,213.3,921.33
S03,W0007,2025-09-06,ACTIVE,473.52,2509.44,203.47,891.76
S03,W0007,2025-09-07,ACTIVE,475.51,2606.44,204.37,909.92
S03,W0007,2025-09-08,ACTIVE,438.59,2579.48,188.56,868.5
S03,W0007,2025-09-09,ACTIVE,488.99,2636.5,210.28,928.41
S03,W0007,2025-09-10,ACTIVE,518.28,2497.79,222.93,934.58
S03,W0007,2025-09-11,ACTIVE,516.17,2763.33,222.08,976.72
S03,W0007,2025-09-12,ACTIVE,454.48,2376.5,195.59,850.56
S03,W0007,2025-09-13,ACTIVE,506.23,2463.58,217.92,916.83
S03,W0007,2025-09-14,ACTIVE,479.97,2255.04,206.67,855.81
S03,W0007,2025-09-15,ACTIVE,481.53,2628.79,207.4,919.66
S03,W0007,2025-09-16,ACTIVE,431.88,2606.94,186.06,866.37
S03,W0007,2025-09-17,ACTIVE,464.32,2904.45,200.09,948.4
S03,W0007,2025-09-18,ACTIVE,491.2,2501.75,211.72,908.16
S03,W0007,2025-09-20,ACTIVE,498.82,2454.8,215.12,907.95
S03,W0007,2025-09-21,ACTIVE,499.51,2503.22,215.48,916.71
S03,W0007,2025-09-22,ACTIVE,501.64,2625.99,216.45,939.31
S03,W0007,2025-09-23,ACTIVE,478.63,2697.78,206.58,928.26
S03,W0007,2025-09-24,ACTIVE,486.63,2141.45,210.08,843.54
S03,W0007,2025-09-25,ACTIVE,470.81,2933.16,203.3,959.67
S03,W0007,2025-09-26,ACTIVE,526.42,2317.28,227.38,912.63
S03,W0007,2025-09-27,ACTIVE,470.96,2425.61,203.48,875.23
S03,W0007,2025-09-28,ACTIVE,495.94,2385,214.32,893.44
